 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
  236         |      10.264      |       9.713  |      0.946
  237         |      10.264      |       9.734  |      0.948
  238         |      10.264      |       9.754  |      0.950
  239         |      10.264      |       9.793  |      0.954
  240         |      10.264      |       9.779  |      0.953
  241         |      10.264      |       9.801  |      0.955
  242         |      10.264      |       9.769  |      0.952
  243         |      10.264      |       9.820  |      0.957
  244         |      10.264      |       9.845  |      0.959
  245         |      10.264      |       9.748  |      0.950
  246         |      10.264      |       9.860  |      0.961
  247         |      10.264      |       9.824  |      0.957
  248         |      10.264      |       9.816  |      0.956
  249         |      10.264      |       9.775  |      0.952
  250         |      10.264      |       9.822  |      0.957
  251         |      10.264      |       9.832  |      0.958
  252         |      10.264      |       9.825  |      0.957
  253         |      10.264      |       9.786  |      0.953
  254         |      10.264      |       9.828  |      0.958
  255         |      10.264      |       9.763  |      0.951
  256         |      10.264      |       9.804  |      0.955
  257         |      10.264      |       9.819  |      0.957
  258         |      10.264      |       9.779  |      0.953
  259         |      10.264      |       9.794  |      0.954
  260         |      10.264      |       9.744  |      0.949
  261         |      10.264      |       9.826  |      0.957
  262         |      10.264      |       9.847  |      0.959
  263         |      10.264      |       9.778  |      0.953
  264         |      10.264      |       9.803  |      0.955
  265         |      10.264      |       9.814  |      0.956
  266         |      10.264      |       9.763  |      0.951
  267         |      10.264      |       9.735  |      0.948
  268         |      10.264      |       9.761  |      0.951
  269         |      10.264      |       9.812  |      0.956
  270         |      10.264      |       9.850  |      0.960
  271         |      10.264      |       9.774  |      0.952
  272         |      10.264      |       9.781  |      0.953
  273         |      10.264      |       9.766  |      0.951
  274         |      10.264      |       9.801  |      0.955
  275         |      10.264      |       9.811  |      0.956
  276         |      10.264      |       9.779  |      0.953
  277         |      10.264      |       9.764  |      0.951
  278         |      10.264      |       9.799  |      0.955
  279         |      10.264      |       9.801  |      0.955
  280         |      10.264      |       9.724  |      0.947
  281         |      10.264      |       9.732  |      0.948
  282         |      10.264      |       9.773  |      0.952
  283         |      10.264      |       9.689  |      0.944
  284         |      10.264      |       9.708  |      0.946
  285         |      10.264      |       9.746  |      0.950
  286         |      10.264      |       9.750  |      0.950
  287         |      10.264      |       9.734  |      0.948
  288         |      10.264      |       9.769  |      0.952
  289         |      10.264      |       9.685  |      0.944
  290         |      10.264      |       9.699  |      0.945
  291         |      10.264      |       9.684  |      0.944
  292         |      10.264      |       9.773  |      0.952
  293         |      10.264      |       9.745  |      0.949
  294         |      10.264      |       9.678  |      0.943
  295         |      10.264      |       9.653  |      0.940
  296         |      10.264      |       9.727  |      0.948
  297         |      10.264      |       9.733  |      0.948
  298         |      10.264      |       9.687  |      0.944
  299         |      10.264      |       9.686  |      0.944
  300         |      10.264      |       9.728  |      0.948
  301         |      10.264      |       9.699  |      0.945
  302         |      10.264      |       9.740  |      0.949
  303         |      10.264      |       9.756  |      0.951
  304         |      10.264      |       9.735  |      0.949
  305         |      10.264      |       9.743  |      0.949
  306         |      10.264      |       9.716  |      0.947
  307         |      10.264      |       9.673  |      0.942
  308         |      10.264      |       9.735  |      0.948
  309         |      10.264      |       9.715  |      0.947
  310         |      10.264      |       9.720  |      0.947
  311         |      10.264      |       9.751  |      0.950
  312         |      10.264      |       9.740  |      0.949
  313         |      10.264      |       9.726  |      0.948
  314         |      10.264      |       9.733  |      0.948
  315         |      10.264      |       9.708  |      0.946
  316         |      10.264      |       9.750  |      0.950
  317         |      10.264      |       9.748  |      0.950
  318         |      10.264      |       9.689  |      0.944
  319         |      10.264      |       9.696  |      0.945
  320         |      10.264      |       9.792  |      0.954
  321         |      10.264      |       9.756  |      0.951
  322         |      10.264      |       9.828  |      0.958
  323         |      10.264      |       9.812  |      0.956
  324         |      10.264      |       9.813  |      0.956
  325         |      10.264      |       9.797  |      0.954
  326         |      10.264      |       9.747  |      0.950
  327         |      10.264      |       9.829  |      0.958
  328         |      10.264      |       9.719  |      0.947
  329         |      10.264      |       9.779  |      0.953
  330         |      10.264      |       9.833  |      0.958
  331         |      10.264      |       9.789  |      0.954
  332         |      10.264      |       9.724  |      0.947
  333         |      10.264      |       9.805  |      0.955
  334         |      10.264      |       9.771  |      0.952
  335         |      10.264      |       9.748  |      0.950
  336         |      10.264      |       9.776  |      0.953
  337         |      10.264      |       9.767  |      0.952
  338         |      10.264      |       9.816  |      0.956
  339         |      10.264      |       9.751  |      0.950
  340         |      10.264      |       9.792  |      0.954
  341         |      10.264      |       9.713  |      0.946
  342         |      10.264      |       9.748  |      0.950
  343         |      10.264      |       9.748  |      0.950
  344         |      10.264      |       9.788  |      0.954
  345         |      10.264      |       9.763  |      0.951
  346         |      10.264      |       9.816  |      0.956
  347         |      10.264      |       9.752  |      0.950
  348         |      10.264      |       9.769  |      0.952
  349         |      10.264      |       9.722  |      0.947
  350         |      10.264      |       9.701  |      0.945
  351         |      10.264      |       9.837  |      0.958
  352         |      10.264      |       9.807  |      0.956
  353         |      10.264      |       9.747  |      0.950
  354         |      10.264      |       9.755  |      0.950
  355         |      10.264      |       9.740  |      0.949
  356         |      10.264      |       9.807  |      0.955
  357         |      10.264      |       9.701  |      0.945
  358         |      10.264      |       9.745  |      0.949
  359         |      10.264      |       9.720  |      0.947
  360         |      10.264      |       9.711  |      0.946
  361         |      10.264      |       9.732  |      0.948
  362         |      10.264      |       9.728  |      0.948
  363         |      10.264      |       9.719  |      0.947
  364         |      10.264      |       9.761  |      0.951
  365         |      10.264      |       9.740  |      0.949
  366         |      10.264      |       9.749  |      0.950
  367         |      10.264      |       9.751  |      0.950
  368         |      10.264      |       9.763  |      0.951
  369         |      10.264      |       9.769  |      0.952
  370         |      10.264      |       9.688  |      0.944
  371         |      10.264      |       9.752  |      0.950
  372         |      10.264      |       9.707  |      0.946
  373         |      10.264      |       9.771  |      0.952
  374         |      10.264      |       9.714  |      0.946
  375         |      10.264      |       9.681  |      0.943
  376         |      10.264      |       9.738  |      0.949
  377         |      10.264      |       9.766  |      0.951
  378         |      10.264      |       9.685  |      0.944
  379         |      10.264      |       9.700  |      0.945
  380         |      10.264      |       9.670  |      0.942
  381         |      10.264      |       9.692  |      0.944
  382         |      10.264      |       9.703  |      0.945
  383         |      10.264      |       9.687  |      0.944
  384         |      10.264      |       9.725  |      0.948
  385         |      10.264      |       9.682  |      0.943
  386         |      10.264      |       9.734  |      0.948
  387         |      10.264      |       9.716  |      0.947
  388         |      10.264      |       9.721  |      0.947
  389         |      10.264      |       9.746  |      0.950
  390         |      10.264      |       9.726  |      0.948
  391         |      10.264      |       9.724  |      0.947
  392         |      10.264      |       9.742  |      0.949
  393         |      10.264      |       9.765  |      0.951
  394         |      10.264      |       9.740  |      0.949
  395         |      10.264      |       9.762  |      0.951
  396         |      10.264      |       9.750  |      0.950
  397         |      10.264      |       9.799  |      0.955
  398         |      10.264      |       9.785  |      0.953
  399         |      10.264      |       9.767  |      0.952
  400         |      10.264      |       9.766  |      0.951
  401         |      10.264      |       9.792  |      0.954
  402         |      10.264      |       9.775  |      0.952
  403         |      10.264      |       9.719  |      0.947
  404         |      10.264      |       9.718  |      0.947
  405         |      10.264      |       9.755  |      0.950
  406         |      10.264      |       9.705  |      0.946
  407         |      10.264      |       9.838  |      0.958
  408         |      10.264      |       9.783  |      0.953
  409         |      10.264      |       9.754  |      0.950
  410         |      10.264      |       9.839  |      0.959
  411         |      10.264      |       9.772  |      0.952
  412         |      10.264      |       9.811  |      0.956
  413         |      10.264      |       9.828  |      0.958
  414         |      10.264      |       9.715  |      0.947
  415         |      10.264      |       9.735  |      0.949
  416         |      10.264      |       9.739  |      0.949
  417         |      10.264      |       9.732  |      0.948
  418         |      10.264      |       9.807  |      0.956
  419         |      10.264      |       9.698  |      0.945
  420         |      10.264      |       9.716  |      0.947
  421         |      10.264      |       9.731  |      0.948
  422         |      10.264      |       9.767  |      0.952
  423         |      10.264      |       9.794  |      0.954
  424         |      10.264      |       9.804  |      0.955
  425         |      10.264      |       9.710  |      0.946
  426         |      10.264      |       9.820  |      0.957
