 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
 Total        |    6699.470      |    6497.200  |    341.372
 -------------|------------------|--------------|------------------
 Minimum      |      19.031      |      17.768  |      0.934
 -------------|------------------|--------------|------------------
 Maximum      |      19.033      |      18.612  |      0.978
 -------------|------------------|--------------|------------------
 Average      |      19.033      |      18.458  |      0.970
 
 Detailed timing for proc : 0
 --------------------------
 Section             Elapsed Time (s)  Elapsed Time (%)  CPU Time(s)  CPU Time (%)  CPU/Elapsed  Frequency
 trc_adv                        4.070            21.385        4.012        22.580        0.986        720
 tra_adv                        1.990            10.458        1.992        11.211        1.001        720
 stp                            1.595             8.380        0.796         4.480        0.499        720
 trc_stp                        1.287             6.764        1.152         6.484        0.895        720
 trc_ldf                        1.262             6.631        1.252         7.046        0.992        720
 zdf_phy                        1.101             5.788        1.040         5.853        0.944        720
 dyn_spg                        1.083             5.693        1.068         6.011        0.986        720
 trc_nxt                        0.925             4.860        0.896         5.043        0.969        720
 ldf_slp                        0.741             3.892        0.700         3.940        0.945        720
 tra_ldf                        0.607             3.189        0.608         3.422        1.002        720
 dia_wri                        0.484             2.542        0.424         2.386        0.876        720
 dyn_nxt                        0.354             1.860        0.404         2.274        1.142        720
 tra_nxt                        0.351             1.847        0.348         1.959        0.990        720
 trc_zdf                        0.350             1.840        0.412         2.319        1.176        720
 p2z_opt                        0.308             1.618        0.340         1.914        1.104        720
 dyn_zdf                        0.250             1.315        0.272         1.531        1.087        720
 rab_3d                         0.242             1.270        0.204         1.148        0.844       1440
 div_hor                        0.214             1.123        0.204         1.148        0.954       1441
 nemo_init                      0.211             1.109        0.184         1.036        0.872          1
 ssh_nxt                        0.177             0.928        0.188         1.058        1.065        720
 tra_qsr                        0.132             0.692        0.144         0.810        1.093        720
 trc_sbc                        0.132             0.692        0.136         0.765        1.033        720
 eos-pot                        0.128             0.670        0.128         0.720        1.003        720
 tra_zdf                        0.127             0.666        0.120         0.675        0.947        720
 trc_trp                        0.106             0.559        0.056         0.315        0.526        720
 p2z_exp                        0.105             0.551        0.092         0.518        0.877        720
 dyn_ldf                        0.101             0.530        0.088         0.495        0.873        720
 wzv                            0.101             0.529        0.088         0.495        0.873       1440
 bn2                            0.095             0.502        0.088         0.495        0.921       1440
 eos-insitu                     0.094             0.496        0.076         0.428        0.806        720
 trc_init                       0.090             0.474        0.008         0.045        0.089          1
 p2z_bio                        0.089             0.468        0.104         0.585        1.168        720
 day                            0.074             0.387        0.012         0.068        0.163        720
 sbc                            0.069             0.365        0.052         0.293        0.749        720
 dyn_zad                        0.050             0.264        0.052         0.293        1.035        720
 dyn_vor                        0.045             0.234        0.024         0.135        0.538        720
 dyn_keg                        0.043             0.225        0.060         0.338        1.399        720
 p2z_sms                        0.034             0.179        0.020         0.113        0.588        720
 dyn_adv                        0.031             0.163        0.036         0.203        1.163        720
 dyn_hpg                        0.027             0.142        0.036         0.203        1.331        720
 tra_sbc                        0.017             0.091        0.028         0.158        1.619        720
 p2z_sed                        0.016             0.085        0.020         0.113        1.243        720
 trc_sms                        0.004             0.020        0.012         0.068        3.159        720
 ssh_swp                        0.001             0.004        0.004         0.023        4.845        720
 dia_ar5                        0.000             0.002        0.000         0.000        0.000        720
 dom_hgr                        0.000             0.001        0.000         0.000        0.000          1
 
 Timing started on 19/04/2019 at 03:55:17 MET -06:00 from GMT
 Timing   ended on 19/04/2019 at 03:55:36 MET -06:00 from GMT
