 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
  108         |      18.652      |      17.901  |      0.960
  109         |      18.652      |      17.926  |      0.961
  110         |      18.652      |      17.903  |      0.960
  111         |      18.653      |      17.955  |      0.963
  112         |      18.653      |      17.935  |      0.962
  113         |      18.652      |      17.888  |      0.959
  114         |      18.652      |      17.903  |      0.960
  115         |      18.652      |      17.927  |      0.961
  116         |      18.652      |      17.963  |      0.963
  117         |      18.653      |      17.904  |      0.960
  118         |      18.652      |      17.932  |      0.961
  119         |      18.652      |      17.907  |      0.960
  120         |      18.652      |      17.922  |      0.961
  121         |      18.652      |      17.971  |      0.963
  122         |      18.653      |      17.912  |      0.960
  123         |      18.652      |      17.959  |      0.963
  124         |      18.653      |      17.934  |      0.961
  125         |      18.652      |      17.906  |      0.960
  126         |      18.652      |      17.883  |      0.959
  127         |      18.652      |      17.894  |      0.959
  128         |      18.652      |      17.955  |      0.963
  129         |      18.652      |      18.003  |      0.965
  130         |      18.652      |      18.040  |      0.967
  131         |      18.652      |      17.968  |      0.963
  132         |      18.652      |      18.017  |      0.966
  133         |      18.652      |      17.966  |      0.963
  134         |      18.652      |      18.086  |      0.970
  135         |      18.652      |      17.919  |      0.961
  136         |      18.652      |      17.967  |      0.963
  137         |      18.652      |      18.029  |      0.967
  138         |      18.652      |      18.026  |      0.966
  139         |      18.653      |      17.926  |      0.961
  140         |      18.652      |      18.006  |      0.965
  141         |      18.652      |      18.027  |      0.966
  142         |      18.652      |      18.072  |      0.969
  143         |      18.652      |      17.934  |      0.962
  144         |      18.652      |      17.954  |      0.963
  145         |      18.652      |      18.009  |      0.966
  146         |      18.652      |      17.895  |      0.959
  147         |      18.652      |      18.078  |      0.969
  148         |      18.652      |      17.960  |      0.963
  149         |      18.652      |      17.970  |      0.963
  150         |      18.652      |      17.932  |      0.961
  151         |      18.652      |      17.937  |      0.962
  152         |      18.652      |      17.937  |      0.962
  153         |      18.652      |      17.958  |      0.963
  154         |      18.653      |      17.892  |      0.959
  155         |      18.652      |      17.919  |      0.961
  156         |      18.652      |      17.958  |      0.963
  157         |      18.652      |      17.998  |      0.965
  158         |      18.652      |      17.965  |      0.963
  159         |      18.652      |      18.011  |      0.966
  160         |      18.653      |      17.960  |      0.963
  161         |      18.653      |      17.981  |      0.964
  162         |      18.653      |      17.923  |      0.961
  163         |      18.652      |      17.924  |      0.961
  164         |      18.652      |      17.942  |      0.962
  165         |      18.652      |      17.963  |      0.963
  166         |      18.652      |      17.899  |      0.960
  167         |      18.652      |      17.942  |      0.962
  168         |      18.652      |      17.879  |      0.959
  169         |      18.653      |      17.974  |      0.964
  170         |      18.652      |      17.961  |      0.963
  171         |      18.653      |      17.944  |      0.962
  172         |      18.652      |      18.022  |      0.966
  173         |      18.652      |      17.955  |      0.963
  174         |      18.652      |      17.912  |      0.960
  175         |      18.652      |      17.871  |      0.958
  176         |      18.652      |      17.921  |      0.961
  177         |      18.652      |      17.955  |      0.963
  178         |      18.652      |      17.901  |      0.960
  179         |      18.652      |      17.905  |      0.960
  180         |      18.652      |      17.924  |      0.961
  181         |      18.652      |      17.919  |      0.961
  182         |      18.653      |      17.869  |      0.958
  183         |      18.653      |      17.903  |      0.960
  184         |      18.652      |      17.860  |      0.958
  185         |      18.652      |      17.869  |      0.958
  186         |      18.652      |      18.006  |      0.965
  187         |      18.652      |      17.904  |      0.960
  188         |      18.652      |      17.950  |      0.962
  189         |      18.652      |      17.944  |      0.962
  190         |      18.652      |      17.969  |      0.963
  191         |      18.652      |      17.994  |      0.965
  192         |      18.652      |      18.043  |      0.967
  193         |      18.652      |      18.011  |      0.966
  194         |      18.652      |      18.044  |      0.967
  195         |      18.652      |      17.998  |      0.965
  196         |      18.652      |      17.975  |      0.964
  197         |      18.653      |      17.965  |      0.963
  198         |      18.652      |      17.895  |      0.959
  199         |      18.652      |      17.971  |      0.963
  200         |      18.652      |      17.998  |      0.965
  201         |      18.652      |      17.976  |      0.964
  202         |      18.652      |      18.007  |      0.965
  203         |      18.652      |      17.957  |      0.963
  204         |      18.652      |      17.979  |      0.964
  205         |      18.653      |      17.957  |      0.963
  206         |      18.652      |      18.035  |      0.967
  207         |      18.653      |      18.042  |      0.967
  208         |      18.652      |      17.999  |      0.965
  209         |      18.652      |      17.979  |      0.964
  210         |      18.652      |      17.947  |      0.962
  211         |      18.652      |      18.031  |      0.967
  212         |      18.652      |      18.003  |      0.965
  213         |      18.652      |      17.955  |      0.963
  214         |      18.652      |      18.074  |      0.969
  215         |      18.652      |      17.961  |      0.963
  216         |      18.652      |      17.938  |      0.962
  217         |      18.653      |      18.022  |      0.966
  218         |      18.652      |      18.037  |      0.967
  219         |      18.652      |      17.985  |      0.964
  220         |      18.652      |      18.004  |      0.965
  221         |      18.652      |      18.028  |      0.967
  222         |      18.652      |      18.007  |      0.965
  223         |      18.653      |      18.011  |      0.966
  224         |      18.652      |      17.930  |      0.961
  225         |      18.652      |      17.858  |      0.957
  226         |      18.652      |      17.911  |      0.960
  227         |      18.652      |      17.868  |      0.958
  228         |      18.652      |      17.860  |      0.958
  229         |      18.652      |      17.963  |      0.963
  230         |      18.652      |      17.919  |      0.961
  231         |      18.652      |      17.764  |      0.952
  232         |      18.652      |      17.892  |      0.959
  233         |      18.652      |      17.854  |      0.957
  234         |      18.652      |      17.954  |      0.963
  235         |      18.652      |      17.906  |      0.960
  236         |      18.652      |      17.916  |      0.961
  237         |      18.652      |      17.936  |      0.962
  238         |      18.652      |      17.930  |      0.961
  239         |      18.652      |      17.787  |      0.954
  240         |      18.652      |      17.880  |      0.959
  241         |      18.652      |      17.891  |      0.959
  242         |      18.652      |      18.034  |      0.967
  243         |      18.652      |      18.043  |      0.967
  244         |      18.653      |      17.905  |      0.960
  245         |      18.652      |      18.052  |      0.968
  246         |      18.652      |      17.999  |      0.965
  247         |      18.652      |      17.937  |      0.962
  248         |      18.652      |      17.966  |      0.963
  249         |      18.652      |      17.954  |      0.963
  250         |      18.652      |      17.954  |      0.963
  251         |      18.652      |      17.937  |      0.962
  252         |      18.652      |      17.881  |      0.959
  253         |      18.652      |      17.966  |      0.963
  254         |      18.652      |      17.958  |      0.963
  255         |      18.652      |      17.872  |      0.958
  256         |      18.652      |      17.876  |      0.958
  257         |      18.652      |      17.979  |      0.964
  258         |      18.652      |      17.965  |      0.963
  259         |      18.652      |      18.029  |      0.967
  260         |      18.652      |      17.961  |      0.963
  261         |      18.652      |      17.988  |      0.964
  262         |      18.653      |      17.926  |      0.961
  263         |      18.652      |      18.039  |      0.967
  264         |      18.652      |      17.928  |      0.961
  265         |      18.652      |      17.997  |      0.965
  266         |      18.652      |      17.943  |      0.962
  267         |      18.653      |      18.135  |      0.972
  268         |      18.652      |      18.061  |      0.968
  269         |      18.652      |      18.000  |      0.965
  270         |      18.652      |      18.042  |      0.967
  271         |      18.652      |      17.914  |      0.960
  272         |      18.652      |      17.978  |      0.964
  273         |      18.653      |      17.993  |      0.965
  274         |      18.652      |      18.007  |      0.965
  275         |      18.653      |      17.972  |      0.964
  276         |      18.653      |      18.000  |      0.965
  277         |      18.652      |      18.010  |      0.966
  278         |      18.652      |      18.007  |      0.965
  279         |      18.652      |      17.981  |      0.964
  280         |      18.653      |      17.988  |      0.964
